out_public_key,in_public_key,datetime,trust
1052,1815,2015-05-05T18:08:30.563240,1
1052,5299,2015-05-05T18:08:23.205210,1
1052,192,2015-05-05T18:08:15.896280,1
1052,2934,2015-05-05T18:08:03.645450,1
1052,1953,2015-05-05T18:07:53.235380,1
2754,4197,2015-05-05T00:21:34.020430,3
4197,2754,2015-05-05T00:19:39.683430,2
2132,5227,2015-05-04T16:05:55.090000,2
5227,2132,2015-05-04T16:05:39.569270,2
5940,5227,2015-05-03T08:17:18.993480,1
5227,5940,2015-05-03T08:16:07.019120,1
5227,215,2015-05-02T08:15:18.773140,3
215,5227,2015-05-02T08:14:49.688170,2
1052,3837,2015-05-01T13:53:50.506390,1
1052,1810,2015-05-01T13:51:07.288880,1
4197,1316,2015-04-30T20:56:23.935960,1
35,33,2015-04-30T16:34:38.635960,3
2942,33,2015-04-30T16:02:01.100660,1
33,2942,2015-04-30T16:00:58.107320,1
2125,5449,2015-04-30T12:57:58.968410,1
5925,1,2015-04-30T00:23:57.182130,3
4172,4266,2015-04-29T20:14:18.703060,7
5939,4852,2015-04-28T19:02:20.932010,1
4852,5939,2015-04-28T18:28:23.802130,1
5939,35,2015-04-28T11:09:02.548130,1
5605,4291,2015-04-28T10:45:05.428220,1
4291,5605,2015-04-28T10:44:43.537190,1
5921,35,2015-04-28T02:55:05.112720,1
35,5921,2015-04-28T02:54:02.694460,1
5458,5807,2015-04-26T23:38:47.604700,1
4553,3828,2015-04-26T22:34:39.295730,2
3828,4553,2015-04-26T22:34:16.541370,2
35,5939,2015-04-26T12:34:58.988780,1
5521,5549,2015-04-26T05:51:29.358320,-10
2388,1352,2015-04-26T02:46:54.636490,1
4205,1735,2015-04-25T22:48:16.354960,1
4205,5629,2015-04-25T22:43:42.321590,1
5938,2045,2015-04-24T19:01:46.754420,1
2045,5938,2015-04-24T19:01:43.689950,1
2063,2045,2015-04-24T18:41:51.011520,5
2045,2063,2015-04-24T18:26:03.673480,5
5937,4532,2015-04-24T14:06:46.200730,1
4532,5937,2015-04-24T13:45:35.024010,1
5449,35,2015-04-22T22:39:54.636440,1
35,2252,2015-04-22T05:59:15.040080,5
2045,5921,2015-04-21T20:56:54.209070,2
35,4852,2015-04-21T14:43:10.041870,1
2252,35,2015-04-21T09:21:41.089110,5
2045,353,2015-04-21T07:12:55.005710,2
353,2045,2015-04-21T07:11:40.873730,2
215,4197,2015-04-20T19:28:52.651420,1
4197,215,2015-04-20T17:49:06.734660,1
3828,5917,2015-04-20T14:53:13.302150,2
5917,3828,2015-04-20T14:52:22.593550,2
3345,4649,2015-04-20T12:55:54.642220,8
3429,4291,2015-04-19T19:48:03.276170,1
4291,3429,2015-04-19T19:46:46.206830,1
5227,5921,2015-04-19T10:39:27.449030,1
5921,5227,2015-04-19T10:39:07.776740,1
4499,5921,2015-04-19T10:29:58.715240,1
5921,4499,2015-04-19T10:29:02.859280,1
3828,4365,2015-04-18T19:34:47.027290,1
4365,3828,2015-04-18T19:34:08.449030,1
4205,62,2015-04-17T17:54:12.850740,-3
2067,4291,2015-04-17T15:07:23.521430,4
4291,2067,2015-04-17T15:06:09.176650,4
4172,2552,2015-04-17T11:44:33.217300,3
4205,5935,2015-04-17T07:43:31.793400,1
5935,4205,2015-04-17T07:33:57.797740,1
4205,3178,2015-04-17T06:26:50.727370,-10
35,5934,2015-04-17T04:18:18.268420,1
35,5933,2015-04-17T04:18:06.903600,1
35,5932,2015-04-17T04:17:53.206810,1
35,5931,2015-04-17T04:17:42.559510,1
4304,3429,2015-04-16T18:54:29.613340,1
3429,4304,2015-04-16T18:54:28.739290,1
5928,1810,2015-04-16T15:51:13.258730,1
3429,2942,2015-04-15T20:36:58.151510,3
4205,1,2015-04-14T22:35:27.725280,1
3714,2942,2015-04-13T21:56:31.172780,2
5921,2045,2015-04-13T18:21:57.142640,1
1565,3878,2015-04-13T16:24:39.932650,2
3878,5569,2015-04-13T16:24:07.204400,3
4649,5449,2015-04-13T15:52:55.520810,3
104,4649,2015-04-10T22:16:56.966630,5
5591,2942,2015-04-10T15:06:08.671540,3
1899,3714,2015-04-07T21:27:22.868220,1
3714,1899,2015-04-07T21:25:52.800320,1
5930,5413,2015-04-07T18:19:54.994200,1
5413,5930,2015-04-07T10:13:45.641820,1
5765,5449,2015-04-06T22:59:52.506930,1
5449,5765,2015-04-06T19:18:25.031300,1
361,905,2015-04-06T03:04:29.596580,2
5449,4291,2015-04-05T21:17:49.718430,1
4291,5449,2015-04-05T21:17:34.590890,1
4291,5523,2015-04-05T16:52:22.690500,1
1819,1810,2015-04-05T01:29:32.049600,9
5524,4649,2015-04-03T13:46:12.464300,1
4649,5524,2015-04-03T13:44:33.065690,1
5921,4291,2015-04-02T14:24:11.586600,2
4320,104,2015-04-02T13:28:05.993210,1
104,4320,2015-04-02T13:27:58.475170,1
51,104,2015-04-02T10:43:46.604900,1
104,51,2015-04-02T10:43:12.924840,1
3714,2303,2015-04-01T22:37:40.814800,1
2303,3714,2015-04-01T22:35:46.259300,1
4291,1802,2015-04-01T17:13:42.238360,1
5896,5839,2015-04-01T12:12:13.526270,1
5839,5507,2015-04-01T11:53:35.262890,1
5839,5896,2015-04-01T11:52:07.762870,1
4649,5411,2015-04-01T10:25:08.260950,10
2388,5905,2015-03-31T22:47:04.386470,-4
5929,5606,2015-03-31T10:59:31.061300,5
2,5929,2015-03-30T10:59:54.655850,8
3878,5608,2015-03-30T10:56:45.453890,-10
4205,25,2015-03-28T11:10:38.423270,1
4205,5506,2015-03-28T11:09:46.625930,1
5811,5525,2015-03-27T22:44:06.216620,1
5811,3707,2015-03-27T22:43:55.983400,1
1810,5928,2015-03-26T18:56:11.313420,1
3878,5299,2015-03-26T16:14:49.558120,3
4291,5921,2015-03-26T12:42:14.882250,2
3828,1018,2015-03-26T12:18:50.918490,4
5921,2063,2015-03-26T11:43:52.530270,1
1018,2398,2015-03-26T10:04:23.083470,2
5523,3878,2015-03-25T17:20:21.178990,1
3878,5523,2015-03-25T17:16:05.733790,1
35,5927,2015-03-25T06:02:02.532020,1
35,5926,2015-03-25T06:01:44.607950,1
135,1810,2015-03-24T21:22:14.051650,1
2388,1810,2015-03-24T21:07:48.812670,-2
1810,2388,2015-03-24T16:51:40.033350,-2
1,5925,2015-03-23T21:50:08.708570,2
5591,3828,2015-03-23T12:31:28.157070,3
3828,5591,2015-03-23T12:30:43.822670,3
3878,3451,2015-03-22T15:10:05.042530,7
3451,3878,2015-03-22T15:08:58.860930,7
5457,2045,2015-03-22T13:28:21.644420,1
1731,33,2015-03-21T02:50:20.134180,1
33,1731,2015-03-21T02:48:05.230710,1
1810,4304,2015-03-20T14:30:54.178770,2
4304,1810,2015-03-20T14:26:24.373330,3
1565,3719,2015-03-20T12:16:39.674320,5
2388,3345,2015-03-18T18:59:40.609060,1
5449,5227,2015-03-18T17:44:16.528840,2
5227,5449,2015-03-18T17:43:03.471360,2
1810,1639,2015-03-17T23:46:36.719060,3
1639,1810,2015-03-17T23:41:53.586310,5
3327,4649,2015-03-17T20:02:38.430850,2
4649,3327,2015-03-17T20:01:35.997560,1
5227,3327,2015-03-17T17:55:34.744650,1
3327,5227,2015-03-17T17:55:14.924070,2
3781,5524,2015-03-17T13:06:13.334440,2
35,5920,2015-03-17T10:11:25.989200,1
35,5924,2015-03-17T10:11:18.459960,1
4291,4304,2015-03-15T22:16:20.083690,3
4304,4291,2015-03-15T22:11:29.862670,3
5524,3781,2015-03-13T18:06:00.761670,2
5882,4532,2015-03-13T12:36:54.356560,2
5882,230,2015-03-13T12:36:05.880330,3
1018,5882,2015-03-13T12:20:51.852950,3
2388,216,2015-03-12T22:06:23.892220,1
216,2388,2015-03-12T22:05:35.042840,1
4649,2067,2015-03-12T16:02:29.295350,2
2067,4649,2015-03-12T16:01:38.083100,2
2067,2252,2015-03-11T20:44:46.241890,4
2045,5299,2015-03-11T18:34:38.608790,2
3719,2045,2015-03-11T18:33:36.017690,2
2552,4649,2015-03-11T15:07:04.636720,1
4649,2552,2015-03-11T15:02:23.273760,1
2063,4649,2015-03-10T15:22:44.858580,1
4649,2063,2015-03-10T13:42:20.851470,1
5917,1810,2015-03-10T08:30:01.535800,1
115,3470,2015-03-10T05:31:04.855690,-10
1810,5917,2015-03-09T18:28:20.171780,1
3719,546,2015-03-09T18:08:08.852000,-10
546,3719,2015-03-09T16:28:06.662480,-5
546,57,2015-03-09T16:25:26.720050,-5
1810,3878,2015-03-09T12:18:13.725480,4
3878,1810,2015-03-09T12:14:57.041500,4
96,4179,2015-03-08T04:34:59.636610,-10
5923,4649,2015-03-07T18:24:00.301780,1
4649,5923,2015-03-07T18:23:17.189540,1
5921,2067,2015-03-07T17:22:37.698680,1
2067,5921,2015-03-07T17:22:23.884240,1
2045,4538,2015-03-06T07:21:18.422880,3
5921,33,2015-03-05T23:13:31.836250,1
33,5921,2015-03-05T23:13:20.065750,1
4197,4570,2015-03-05T21:12:18.325810,-10
5227,5922,2015-03-05T19:36:45.546830,1
3327,1018,2015-03-05T18:23:22.011130,3
1018,3327,2015-03-05T18:13:31.243190,2
1810,3327,2015-03-03T10:56:14.885770,4
4291,5591,2015-03-02T16:32:52.574780,3
5591,4291,2015-03-02T16:32:04.828870,3
1810,5413,2015-03-02T13:22:07.915340,3
5413,1810,2015-03-02T13:18:19.012430,3
5227,3451,2015-03-01T17:33:45.726250,3
3451,5227,2015-03-01T17:32:05.005460,3
5895,1018,2015-02-27T20:47:12.779050,1
4538,2045,2015-02-27T12:50:21.241450,5
3919,2045,2015-02-27T12:43:25.994880,1
4532,13,2015-02-25T03:55:37.397740,1
5920,35,2015-02-25T03:02:21.796710,2
5920,3878,2015-02-25T02:58:10.267890,3
3878,5920,2015-02-25T02:27:28.105030,3
4532,2063,2015-02-24T19:39:50.442490,1
35,2132,2015-02-24T06:01:21.342320,1
35,1052,2015-02-24T06:01:10.377020,1
35,5919,2015-02-24T06:01:00.517660,1
5781,5917,2015-02-23T22:28:03.327300,1
5917,5781,2015-02-23T22:23:07.095710,1
3719,5918,2015-02-23T22:20:39.444750,1
5917,4197,2015-02-23T21:31:10.698400,1
3878,5916,2015-02-23T17:38:40.351440,1
4197,5443,2015-02-23T17:25:37.602250,1
5482,5915,2015-02-23T12:39:36.581520,3
2822,5525,2015-02-22T21:00:20.576880,3
361,1316,2015-02-21T23:39:02.213110,1
3919,5914,2015-02-21T12:16:17.504200,-10
2934,5914,2015-02-21T12:15:14.321160,-1
13,5913,2015-02-21T06:34:24.270280,2
5913,13,2015-02-21T06:31:36.305510,4
4925,5912,2015-02-20T15:47:25.317030,5
4291,35,2015-02-20T10:07:44.763490,1
35,4291,2015-02-20T10:06:07.615210,1
1810,5449,2015-02-19T16:52:59.788830,1
2942,5591,2015-02-19T12:31:22.675870,1
3327,5449,2015-02-18T14:36:20.776640,4
5449,3327,2015-02-18T14:19:47.375010,1
2132,35,2015-02-18T12:49:34.003830,1
2132,5457,2015-02-18T08:36:50.476480,1
5125,3828,2015-02-17T22:42:03.188580,2
3828,5125,2015-02-17T22:34:42.087590,1
5911,5411,2015-02-17T14:18:33.523080,1
5411,5911,2015-02-17T14:07:25.982250,1
4925,3878,2015-02-17T04:24:43.730860,2
1529,4172,2015-02-16T19:51:30.194970,5
4172,1529,2015-02-16T19:49:24.079950,5
5852,2851,2015-02-15T20:06:41.700910,1
5852,5910,2015-02-15T20:05:47.726170,1
5852,5909,2015-02-15T20:03:31.822020,1
5852,5906,2015-02-15T20:02:58.797570,1
5852,5908,2015-02-15T20:02:14.851730,1
5852,4952,2015-02-15T20:00:34.531320,1
5852,5907,2015-02-15T19:59:52.680140,1
4649,5457,2015-02-15T17:18:13.734530,3
5457,4649,2015-02-15T17:14:48.040520,5
2431,2045,2015-02-15T14:05:55.318040,1
2045,2431,2015-02-15T13:54:16.339570,1
5614,4649,2015-02-14T19:36:08.589170,2
3837,1018,2015-02-14T19:09:09.432080,2
4649,5614,2015-02-14T18:36:53.147040,1
5902,5449,2015-02-14T14:42:31.514000,3
5449,5902,2015-02-14T14:38:58.748060,3
2252,1832,2015-02-13T15:11:27.625580,-1
2942,5845,2015-02-13T12:00:26.127580,1
2942,3451,2015-02-13T11:59:58.812340,1
3451,2942,2015-02-13T11:58:46.806140,1
4304,2388,2015-02-11T22:31:46.959200,3
2388,4304,2015-02-11T21:28:56.113440,2
5449,1850,2015-02-11T20:59:20.596310,1
5525,4860,2015-02-11T20:05:09.047180,1
5525,5065,2015-02-11T20:03:21.914080,1
5525,5528,2015-02-11T20:03:00.505220,1
5525,1735,2015-02-11T20:01:26.894230,1
3988,3598,2015-02-11T13:29:08.680330,4
5411,4649,2015-02-11T06:42:35.699160,10
5411,3750,2015-02-11T06:38:41.424340,3
5411,5413,2015-02-11T06:35:07.046030,3
5411,3966,2015-02-11T06:28:20.438140,1
5411,5353,2015-02-11T06:27:21.259520,1
1052,35,2015-02-10T15:37:50.694040,1
1352,1719,2015-02-10T15:24:55.956620,-10
1052,1,2015-02-10T14:55:53.034250,4
1052,2942,2015-02-10T14:40:55.074420,1
2942,1052,2015-02-10T14:38:51.568320,1
5904,4291,2015-02-10T12:34:25.751010,5
4291,5904,2015-02-10T11:31:32.595260,3
3598,3988,2015-02-09T10:51:53.120350,-1
4518,4172,2015-02-08T20:20:57.795480,5
4172,4518,2015-02-08T20:19:02.088650,5
2942,4320,2015-02-08T19:21:01.353780,2
4320,2942,2015-02-08T19:20:54.159380,2
4649,1885,2015-02-07T22:31:42.371290,1
1885,4649,2015-02-07T22:31:12.140890,1
5449,33,2015-02-06T19:07:17.509230,1
33,5449,2015-02-06T19:06:43.668920,1
1565,2303,2015-02-06T12:40:06.635220,3
1893,3451,2015-02-06T11:56:42.427780,1
3451,1893,2015-02-06T11:51:21.548840,1
3828,5845,2015-02-06T09:36:49.774720,2
35,5903,2015-02-06T08:50:30.040120,1
5896,1352,2015-02-06T08:31:29.187750,1
5902,4515,2015-02-06T00:50:10.525880,2
4515,5902,2015-02-06T00:48:34.213950,1
2942,3649,2015-02-05T19:48:24.020440,4
5890,35,2015-02-05T15:57:38.424790,8
35,5890,2015-02-05T15:02:25.742780,3
4532,5901,2015-02-05T14:51:48.608000,-10
4197,2063,2015-02-05T13:40:15.874050,3
4532,2911,2015-02-05T03:45:22.545840,-10
5899,5439,2015-02-04T22:24:08.087310,10
5900,5458,2015-02-04T21:42:26.580870,1
5900,4205,2015-02-04T21:32:11.078220,2
4532,5898,2015-02-04T15:56:25.602060,-10
35,5897,2015-02-04T05:50:30.069370,1
5896,5507,2015-02-04T04:38:51.986600,10
5507,4385,2015-02-03T13:53:09.931090,1
5507,5896,2015-02-03T13:50:17.056030,10
4532,96,2015-02-03T01:53:42.179340,2
96,4532,2015-02-03T01:50:18.038480,2
96,2942,2015-02-03T01:49:10.610650,2
1850,280,2015-02-02T21:08:39.642070,-1
361,3451,2015-02-02T15:01:08.186380,4
3451,361,2015-02-02T14:54:01.534530,4
5886,35,2015-02-01T13:48:35.427150,2
35,5886,2015-02-01T13:47:12.757790,2
3714,57,2015-01-31T12:11:07.836680,3
1810,2688,2015-01-31T08:59:56.789670,-3
1018,5895,2015-01-31T01:45:26.451780,1
1810,4172,2015-01-30T13:52:08.908330,3
5833,5606,2015-01-29T21:22:21.846440,4
35,2498,2015-01-29T03:17:54.985510,1
5525,3345,2015-01-29T00:15:37.987860,-10
5811,4925,2015-01-28T16:23:07.707600,3
4925,5811,2015-01-28T13:00:54.230870,3
104,4197,2015-01-28T12:36:37.702510,5
5894,35,2015-01-28T03:01:36.847040,1
35,5894,2015-01-28T03:01:05.503370,1
4532,353,2015-01-28T02:24:12.064390,1
353,4532,2015-01-28T02:23:05.653040,1
5515,4921,2015-01-27T23:08:43.048550,1
5515,5526,2015-01-27T23:07:38.473380,3
2125,5316,2015-01-26T16:05:34.734170,1
3828,5893,2015-01-26T15:10:57.261680,1
2045,3820,2015-01-26T12:39:36.471440,1
3820,2045,2015-01-26T10:04:39.288770,1
5457,2132,2015-01-25T21:17:39.869460,1
2388,5889,2015-01-25T21:03:53.816730,1
1850,5523,2015-01-25T14:55:15.267190,2
5840,4921,2015-01-24T16:29:56.961870,1
2045,2934,2015-01-24T11:12:48.146560,4
2934,2045,2015-01-24T10:46:33.560430,4
4649,1850,2015-01-24T02:43:29.731940,1
4335,4315,2015-01-23T21:37:26.091280,3
4315,4335,2015-01-23T21:34:27.477890,3
3878,2942,2015-01-23T03:38:41.868010,1
2942,3878,2015-01-23T03:38:28.848420,1
5316,4649,2015-01-22T18:57:24.134880,2
1850,4649,2015-01-22T18:49:44.547970,2
1829,1383,2015-01-22T14:19:24.436710,-10
35,5801,2015-01-22T06:05:27.375620,-10
3640,223,2015-01-21T23:47:41.105640,-5
5891,35,2015-01-21T16:59:46.579030,1
1850,5449,2015-01-21T16:37:48.079370,1
35,5892,2015-01-21T15:12:02.852370,1
35,5891,2015-01-21T15:11:54.140960,1
4921,5643,2015-01-21T08:53:34.750040,1
4532,5801,2015-01-21T06:52:54.768200,-10
2388,5869,2015-01-20T21:54:57.385760,-1
2822,3722,2015-01-20T11:03:44.669270,2
4205,5525,2015-01-19T23:57:37.979220,1
4594,2045,2015-01-19T19:52:09.354370,1
2045,4594,2015-01-19T19:00:39.360060,1
3707,3345,2015-01-19T12:09:29.014410,-10
3345,3707,2015-01-19T11:32:25.555170,-10
3345,5525,2015-01-19T11:26:14.255650,-3
3345,3722,2015-01-19T11:24:07.823550,-10
3722,3345,2015-01-19T11:17:42.914400,-10
4499,3828,2015-01-18T19:45:11.475570,3
3828,4499,2015-01-18T19:45:04.157560,3
2388,2392,2015-01-18T02:25:09.326660,-1
2942,1316,2015-01-18T01:51:07.444550,2
3345,3828,2015-01-17T21:26:50.878980,2
3828,3345,2015-01-17T21:26:17.996960,2
3345,4291,2015-01-17T15:13:19.468500,5
3345,5449,2015-01-17T15:02:24.686850,1
5888,5881,2015-01-17T09:02:53.571360,1
5881,5888,2015-01-17T08:58:19.639600,1
3714,1018,2015-01-16T17:18:31.028390,6
1018,3714,2015-01-16T15:56:51.766350,4
1316,2942,2015-01-16T14:00:58.126570,1
5881,4499,2015-01-16T03:48:09.323250,1
5881,4532,2015-01-16T02:31:17.820620,1
4532,5881,2015-01-16T01:50:15.842090,1
361,4532,2015-01-15T21:59:30.869890,1
361,1850,2015-01-15T16:47:52.730650,1
4315,3813,2015-01-15T03:32:41.368670,3
3813,4315,2015-01-15T03:32:14.574740,3
4532,5887,2015-01-15T01:42:14.655650,-10
4532,4556,2015-01-15T01:40:02.203760,-10
4532,4611,2015-01-14T23:38:19.073570,1
4611,33,2015-01-14T14:12:44.798270,1
33,4611,2015-01-14T14:12:37.886820,1
5765,1810,2015-01-14T13:15:59.633520,1
2252,2392,2015-01-14T11:49:03.481570,1
2392,2252,2015-01-14T09:28:49.268240,1
96,2392,2015-01-14T05:09:43.078420,1
2392,96,2015-01-14T00:41:29.764720,1
5886,4532,2015-01-13T18:48:40.368030,1
4532,5886,2015-01-13T18:27:16.345620,1
5578,3707,2015-01-13T13:45:37.382780,1
35,5885,2015-01-13T08:37:03.207850,1
3707,4205,2015-01-13T01:16:26.370760,2
1512,5525,2015-01-12T20:11:04.197990,1
1512,3707,2015-01-12T20:10:37.177610,1
1512,2822,2015-01-12T20:10:18.211860,1
3707,5884,2015-01-12T17:08:03.617430,1
115,5884,2015-01-12T17:05:50.806060,1
3722,5884,2015-01-12T17:05:35.305680,1
3722,5559,2015-01-12T16:33:38.061570,1
3640,3828,2015-01-12T15:23:11.361180,1
4518,3897,2015-01-11T23:10:54.772380,4
3897,4518,2015-01-11T23:10:24.390640,5
1316,5457,2015-01-11T18:38:03.936940,1
5883,3722,2015-01-11T16:45:42.368780,1
5883,3878,2015-01-11T16:44:29.956800,1
5883,3864,2015-01-11T16:39:12.941280,1
3722,5883,2015-01-11T16:19:16.720440,1
5457,1316,2015-01-11T15:21:53.653660,2
5852,4172,2015-01-11T11:32:31.951050,1
4172,5852,2015-01-11T09:06:11.631010,1
4316,3527,2015-01-10T16:44:54.920960,1
5825,96,2015-01-10T11:07:14.281890,1
96,5825,2015-01-10T11:03:06.055480,1
4532,2934,2015-01-10T03:21:25.581700,1
4532,1403,2015-01-10T03:15:00.301640,1
4532,1764,2015-01-10T03:13:48.497810,1
1810,4291,2015-01-09T22:06:41.013960,4
1018,1810,2015-01-09T18:37:45.219140,3
4532,5882,2015-01-09T18:13:48.098840,2
3722,115,2015-01-09T10:28:05.083480,1
4452,3828,2015-01-09T08:35:14.101260,5
5880,4532,2015-01-09T08:02:34.679090,1
4532,5039,2015-01-09T02:43:23.374900,-5
2388,5457,2015-01-09T02:10:37.445300,1
2388,1394,2015-01-09T01:54:39.156720,-1
1316,1352,2015-01-08T23:21:51.260990,-10
3828,4532,2015-01-08T23:14:05.206370,3
4532,481,2015-01-08T22:50:12.365150,1
4532,3828,2015-01-08T22:48:17.688290,3
4532,5138,2015-01-08T22:46:30.646320,-5
5881,35,2015-01-04T03:07:03.187020,1
35,5881,2015-01-04T03:04:08.464270,1
4532,5880,2015-01-03T17:37:37.432640,1
4553,4291,2015-01-03T15:57:40.843500,8
5707,215,2015-01-03T11:48:58.233540,2
215,5707,2015-01-03T11:41:36.431920,1
35,4924,2015-01-03T10:52:40.184860,2
1018,5879,2015-01-02T20:55:38.378250,5
2194,1947,2015-01-02T15:56:47.336890,5
2194,3878,2015-01-02T15:31:09.963050,1
2194,870,2015-01-02T15:05:02.013490,-10
2934,5825,2015-01-02T08:28:58.818410,1
5825,2934,2015-01-02T08:28:35.940730,1
4304,3345,2015-01-02T05:16:31.805750,2
3345,4304,2015-01-02T05:14:45.154420,2
5525,856,2015-01-01T23:51:21.091210,-1
35,5878,2015-01-01T13:44:05.962670,1
5578,5876,2014-12-31T23:28:46.899980,3
5578,5846,2014-12-31T23:27:49.302720,-1
5578,5847,2014-12-31T23:27:39.221520,3
5578,5840,2014-12-31T23:27:27.605250,3
5578,5677,2014-12-31T23:27:17.705840,3
5578,3722,2014-12-31T23:27:01.836570,4
2934,5877,2014-12-31T18:57:37.432390,1
1018,3649,2014-12-31T16:06:34.765750,2
3649,1018,2014-12-31T16:06:09.177150,5
2934,3699,2014-12-31T13:05:23.652470,-10
5449,3897,2014-12-31T11:26:48.794210,1
481,3719,2014-12-30T19:00:56.060740,3
3719,481,2014-12-30T18:59:39.478970,3
4532,3384,2014-12-30T17:10:33.292930,-10
4532,5270,2014-12-30T16:56:29.540570,-10
4532,5243,2014-12-30T16:56:18.436130,-10
4532,5189,2014-12-30T16:55:59.285910,-10
2392,2045,2014-12-30T15:13:15.711780,2
2045,2942,2014-12-30T15:09:25.312960,2
2045,2392,2014-12-30T15:04:04.309740,2
4532,2388,2014-12-30T04:21:56.390840,3
2388,4532,2014-12-30T04:21:25.526470,2
1810,481,2014-12-30T01:30:00.035700,4
4172,4916,2014-12-29T17:32:43.359020,1
4916,4172,2014-12-29T17:32:01.723070,2
215,5422,2014-12-29T17:19:44.932230,8
2934,5231,2014-12-29T15:58:52.055080,-10
2934,5875,2014-12-29T15:58:37.324450,-10
2934,3371,2014-12-29T15:58:27.464940,-10
2934,5874,2014-12-29T15:58:18.886780,-10
2934,5066,2014-12-29T15:58:11.590580,-10
2934,4853,2014-12-29T15:58:02.876060,-10
2934,5873,2014-12-29T15:57:54.647650,-10
2934,4531,2014-12-29T15:57:22.919730,-10
2934,5872,2014-12-29T15:57:13.765380,-10
2934,4668,2014-12-29T15:57:04.930910,-10
2934,4675,2014-12-29T15:56:43.263820,-10
2934,4681,2014-12-29T15:56:32.146770,-10
2934,4686,2014-12-29T15:56:20.327060,-10
2934,4701,2014-12-29T15:56:13.144900,-10
2934,4707,2014-12-29T15:56:03.812510,-10
2934,4744,2014-12-29T15:55:53.972640,-10
2934,4747,2014-12-29T15:55:44.404640,-10
2934,4748,2014-12-29T15:55:35.435560,-10
2934,5871,2014-12-29T15:55:26.594340,-10
2934,4326,2014-12-29T15:55:15.205290,-10
96,3897,2014-12-29T12:39:38.291720,1
3897,96,2014-12-29T12:39:14.108280,1
4382,3897,2014-12-29T12:25:01.075790,3
3897,4382,2014-12-29T12:24:43.854910,3
3722,5876,2014-12-28T22:44:03.737930,2
5630,5712,2014-12-28T21:39:22.764800,1
3598,3714,2014-12-28T20:58:47.076220,1
3714,3598,2014-12-28T20:57:25.414830,1
96,5827,2014-12-27T15:21:08.923810,2
5827,96,2014-12-27T15:09:23.339490,2
1810,4118,2014-12-27T14:55:00.603670,2
4532,5875,2014-12-27T01:47:19.756290,-10
4532,5874,2014-12-27T01:47:06.703440,-10
4532,5873,2014-12-27T01:42:45.825000,-10
4532,5872,2014-12-27T01:35:44.282880,-10
4532,5871,2014-12-27T01:35:05.600570,-10
2306,1018,2014-12-26T21:29:28.992230,1
1018,2306,2014-12-26T21:17:10.774010,1
3640,1850,2014-12-25T17:01:00.631130,1
2045,1832,2014-12-25T16:39:45.373390,3
4532,3837,2014-12-25T14:30:32.896510,1
5870,2045,2014-12-24T12:24:38.246880,2
2045,5870,2014-12-24T12:23:59.640720,1
5869,4649,2014-12-24T03:27:26.333120,1
4649,5869,2014-12-24T03:19:22.785600,1
2658,4649,2014-12-24T02:24:04.952740,1
4649,2658,2014-12-24T02:19:55.000320,1
4118,3649,2014-12-23T20:58:52.969050,2
1352,1316,2014-12-23T14:46:17.667120,-1
35,5868,2014-12-23T12:27:53.203700,1
35,5867,2014-12-23T12:27:47.911100,1
35,5852,2014-12-23T12:27:40.451500,1
2045,3722,2014-12-23T07:00:07.105070,-2
2045,5508,2014-12-23T06:54:16.430710,-1
2942,3630,2014-12-22T23:48:50.816990,7
5629,2045,2014-12-22T18:39:35.335660,-3
5065,2045,2014-12-22T18:36:07.814620,-1
5508,2045,2014-12-22T18:32:17.418260,-1
3722,2045,2014-12-22T18:27:47.739690,-3
